tissue,lineage,gene1,gene2,rho,p_value,sig,n,q_global,q_stratified
Liver,Myeloid,BAK1,STAT1,0.153,0.485358,NS,23,0.7287759676739283,0.8014952787212787
Liver,Myeloid,BAK1,STAT2,0.303,0.15999,NS,23,0.41180192924969905,0.5532708577405858
Liver,Myeloid,BAK1,TAP1,0.686,0.000304,**,23,0.007594465539661899,0.017328000000000003
Liver,Myeloid,BAK1,TET2,0.026,0.907367,NS,23,0.9627963235017951,0.9758475283018868
Liver,Myeloid,BAK1,TFAM,0.002,0.99286,NS,23,0.9977721289951352,1.0
Liver,Myeloid,BAK1,TGFB1,0.194,0.375906,NS,23,0.6447020896268524,0.738469455726092
Liver,Myeloid,BAK1,TGFBR1,0.411,0.051091,†,23,0.2122182056216216,0.3459155510204082
Liver,Myeloid,BAK1,TGFBR2,-0.126,0.565239,NS,23,0.779079238699957,0.8357245679785331
Liver,Myeloid,BAK1,TIGIT,0.35,0.101882,NS,23,0.3201267749427543,0.45271759677419354
Liver,Myeloid,BAK1,TOX,0.626,0.001412,**,23,0.02127362304075235,0.04668072
Liver,Myeloid,BAK1,TOX2,0.153,0.486961,NS,23,0.7301694329977366,0.8033398532934131
Liver,Myeloid,BAK1,TYROBP,-0.382,0.071724,†,23,0.2619064367990876,0.3931567450331126
Liver,Myeloid,BCL6,CASP1,0.047,0.83293,NS,23,0.9283408006378661,0.95993453728223
Liver,Myeloid,BCL6,CD27,0.152,0.489836,NS,23,0.7308251096528695,0.8044230857142857
Liver,Myeloid,BCL6,CD44,0.158,0.472918,NS,23,0.7198500671896046,0.7952438823529412
Liver,Myeloid,BCL6,CD74,-0.266,0.219054,NS,23,0.488405298123697,0.6235817272727273
Liver,Myeloid,BCL6,CTLA4,0.313,0.146322,NS,23,0.3914184448309448,0.5201511096774193
Liver,Myeloid,BCL6,DNMT1,-0.243,0.264507,NS,23,0.5401768871053471,0.6584790225903614
Liver,Myeloid,BCL6,DNMT3A,0.06,0.786739,NS,23,0.9060554136197714,0.9331948196134574
Liver,Myeloid,BCL6,FCER1G,0.029,0.896476,NS,23,0.9566890232131948,0.973913497371879
Liver,Myeloid,BCL6,GZMB,-0.131,0.552439,NS,23,0.7735917799402289,0.8336595189530687
Liver,Myeloid,BCL6,HLA-DPA1,-0.382,0.071758,†,23,0.2619456169485085,0.3931567450331126
Liver,Myeloid,BCL6,HLA-DPB1,-0.316,0.141857,NS,23,0.3855708583757782,0.5176318750000001
Liver,Myeloid,BCL6,HLA-DRA,-0.242,0.265513,NS,23,0.5408286255959318,0.6595296261261261
Liver,Myeloid,BCL6,HLA-DRB1,-0.138,0.530974,NS,23,0.7584467380120438,0.8192129609302327
Liver,Myeloid,BCL6,IL1B,0.003,0.989263,NS,23,0.996182576082971,1.0
Liver,Myeloid,BCL6,IL1RN,0.188,0.390571,NS,23,0.6574705778186275,0.7533417304550758
Liver,Myeloid,BCL6,IL2RA,-0.02,0.926983,NS,23,0.9713148657758385,0.9860379015444015
Liver,Myeloid,BCL6,IRF3,0.111,0.614284,NS,23,0.8130547846365828,0.8649160579216355
Liver,Myeloid,BCL6,IRF7,-0.236,0.277782,NS,23,0.5528054742236025,0.6809894711111111
Liver,Myeloid,BCL6,ISG15,-0.243,0.264507,NS,23,0.5401768871053471,0.6584790225903614
Liver,Myeloid,BCL6,JAK1,-0.218,0.316695,NS,23,0.5911300827505828,0.7067076923076924
Liver,Myeloid,BCL6,JCHAIN,0.261,0.229197,NS,23,0.5016542794953398,0.6235817272727273
Liver,Myeloid,BCL6,LAYN,-0.253,0.244994,NS,23,0.5178032194236691,0.6358367001569859
Liver,Myeloid,BCL6,LDHA,-0.096,0.66438,NS,23,0.8441558095364063,0.8885276213592233
Liver,Myeloid,BCL6,LGALS9,-0.089,0.687484,NS,23,0.8548696051132686,0.9033474181240063
Liver,Myeloid,BCL6,LILRB1,0.147,0.504335,NS,23,0.7396579651118406,0.8093842281553398
Liver,Myeloid,BCL6,MEFV,-0.113,0.607933,NS,23,0.8091167248772392,0.8638549622317596
Liver,Myeloid,BCL6,MT-CYB,-0.118,0.592178,NS,23,0.798563214797136,0.8534735618466898
Liver,Myeloid,BCL6,MT-ND1,0.358,0.093877,†,23,0.3058350803798542,0.4421045042735043
Liver,Myeloid,BCL6,MT-ND2,0.399,0.059492,†,23,0.23300730112130483,0.3683156404494382
Liver,Myeloid,BCL6,MTOR,0.378,0.074992,†,23,0.26838139195231003,0.40117079611650486
Liver,Myeloid,BCL6,MX1,-0.168,0.444362,NS,23,0.6998454849975405,0.785662626198083
Liver,Myeloid,BCL6,PRDM1,0.382,0.071829,†,23,0.2620905829059829,0.3931567450331126
Liver,Myeloid,BCL6,PYCARD,-0.046,0.834683,NS,23,0.9294688338449064,0.9605643966597077
Liver,Myeloid,BCL6,RB1,-0.08,0.718365,NS,23,0.8715290585230497,0.9156028127889061
Liver,Myeloid,BCL6,RORC,-0.064,0.770194,NS,23,0.89787171039709,0.9241133060188542
Liver,Myeloid,BCL6,RPTOR,-0.223,0.307489,NS,23,0.5832298054678247,0.7023135433287483
Liver,Myeloid,BCL6,SDHB,-0.069,0.75323,NS,23,0.8896470353851824,0.9241133060188542
Liver,Myeloid,BCL6,SIGLEC10,0.191,0.382196,NS,23,0.649824529250376,0.7423854148061104
Liver,Myeloid,BCL6,SOCS1,-0.035,0.873406,NS,23,0.9478953928168697,0.973905947889182
Liver,Myeloid,BCL6,SOCS3,-0.011,0.961529,NS,23,0.9841200649440597,0.993379648125
Liver,Myeloid,BCL6,STAT1,-0.196,0.370984,NS,23,0.6409100429662921,0.738469455726092
Liver,Myeloid,BCL6,STAT2,0.253,0.244768,NS,23,0.5176395913694408,0.6358367001569859
Liver,Myeloid,BCL6,TAP1,-0.06,0.784175,NS,23,0.9052542056686482,0.932496396836808
Liver,Myeloid,BCL6,TET2,0.097,0.659466,NS,23,0.8419059892344498,0.8870014087591241
Liver,Myeloid,BCL6,TFAM,-0.037,0.866367,NS,23,0.9452931468734026,0.973905947889182
Liver,Myeloid,BCL6,TGFB1,-0.018,0.933857,NS,23,0.9731387426311227,0.988336322804801
Liver,Myeloid,BCL6,TGFBR1,0.124,0.573123,NS,23,0.7852821639566395,0.8398097757255937
Liver,Myeloid,BCL6,TGFBR2,0.203,0.353924,NS,23,0.6254936914091244,0.7341847142857143
Liver,Myeloid,BCL6,TIGIT,-0.108,0.624622,NS,23,0.8204353745300431,0.8698609612468408
Liver,Myeloid,BCL6,TOX,0.258,0.233861,NS,23,0.505650385030951,0.6235817272727273
Liver,Myeloid,BCL6,TOX2,0.412,0.051001,†,23,0.21202774529322657,0.3459155510204082
Liver,Myeloid,BCL6,TYROBP,0.079,0.720961,NS,23,0.8724649934488189,0.9168927331288343
Liver,Myeloid,CASP1,CD27,0.186,0.395115,NS,23,0.6618322665445985,0.7594477848837209
Liver,Myeloid,CASP1,CD44,0.18,0.411578,NS,23,0.6756815038454965,0.7757564811858608
Liver,Myeloid,CASP1,CD74,0.207,0.344426,NS,23,0.6183895220560748,0.7337232878787879
Liver,Myeloid,CASP1,CTLA4,0.222,0.308882,NS,23,0.5839334876992718,0.7023135433287483
Liver,Myeloid,CASP1,DNMT1,0.131,0.550016,NS,23,0.7720559240099372,0.8333422988084326
Liver,Myeloid,CASP1,DNMT3A,0.519,0.011135,*,23,0.0812436327383213,0.15598436440677968
Liver,Myeloid,CASP1,FCER1G,0.649,0.000803,**,23,0.014691840952380953,0.03403484615384615
Liver,Myeloid,CASP1,GZMB,0.182,0.405581,NS,23,0.670650420984679,0.7676785434782608
Liver,Myeloid,CASP1,HLA-DPA1,0.17,0.438155,NS,23,0.6956525376033057,0.785662626198083
Liver,Myeloid,CASP1,HLA-DPB1,0.124,0.574461,NS,23,0.7857211465897764,0.8398097757255937
Liver,Myeloid,CASP1,HLA-DRA,0.116,0.599371,NS,23,0.8033464539372823,0.8563182912705273
Liver,Myeloid,CASP1,HLA-DRB1,0.167,0.446302,NS,23,0.7005487904279648,0.785662626198083
Liver,Myeloid,CASP1,IL1B,0.219,0.31456,NS,23,0.5893321786619855,0.7067076923076924
Liver,Myeloid,CASP1,IL1RN,0.179,0.413725,NS,23,0.6770271543435717,0.775864033898305
Liver,Myeloid,CASP1,IL2RA,-0.109,0.620066,NS,23,0.8177888496705107,0.866995012658228
Liver,Myeloid,CASP1,IRF3,-0.32,0.136402,NS,23,0.37639104853532457,0.510862821670429
Liver,Myeloid,CASP1,IRF7,-0.161,0.462834,NS,23,0.7122319748478052,0.7882322886386899
Liver,Myeloid,CASP1,ISG15,0.215,0.323576,NS,23,0.5973705311358831,0.7114274601063829
Liver,Myeloid,CASP1,JAK1,0.422,0.044914,*,23,0.1953016871887732,0.32706097797356826
Liver,Myeloid,CASP1,JCHAIN,-0.036,0.870397,NS,23,0.946457076579126,0.973905947889182
Liver,Myeloid,CASP1,LAYN,0.056,0.798303,NS,23,0.9119805809999405,0.9374705390624999
Liver,Myeloid,CASP1,LDHA,-0.155,0.479676,NS,23,0.724511017847315,0.7976905714285715
Liver,Myeloid,CASP1,LGALS9,0.393,0.063376,†,23,0.2425403086567164,0.3781968519855596
Liver,Myeloid,CASP1,LILRB1,0.377,0.076121,†,23,0.27090784197851053,0.405840733118971
Liver,Myeloid,CASP1,MEFV,0.266,0.220239,NS,23,0.48964372514755233,0.6235817272727273
Liver,Myeloid,CASP1,MT-CYB,0.456,0.028935,*,23,0.14874773481402195,0.27022347457627116
Liver,Myeloid,CASP1,MT-ND1,0.367,0.085323,†,23,0.29047317969165337,0.4248160210843373
Liver,Myeloid,CASP1,MT-ND2,0.612,0.001926,**,23,0.026289451909476663,0.054891
Liver,Myeloid,CASP1,MTOR,0.441,0.035376,*,23,0.16930950074738413,0.28691586407766995
Liver,Myeloid,CASP1,MX1,-0.005,0.982146,NS,23,0.993684624499684,0.9996883928571428
Liver,Myeloid,CASP1,PRDM1,0.198,0.366072,NS,23,0.6360323046034186,0.738469455726092
Liver,Myeloid,CASP1,PYCARD,0.676,0.0004,**,23,0.00921390887290168,0.019447058823529415
Liver,Myeloid,CASP1,RB1,0.119,0.588324,NS,23,0.7960483716197183,0.8502069676573427
Liver,Myeloid,CASP1,RORC,0.0,1.0,NS,23,1.0,1.0
Liver,Myeloid,CASP1,RPTOR,0.161,0.46207,NS,23,0.7120830073800738,0.7882322886386899
Liver,Myeloid,CASP1,SDHB,0.446,0.03307,*,23,0.16222186264998725,0.286175625
Liver,Myeloid,CASP1,SIGLEC10,0.046,0.833337,NS,23,0.9283408006378661,0.95993453728223
Liver,Myeloid,CASP1,SOCS1,-0.193,0.377028,NS,23,0.6456663316099126,0.738469455726092
Liver,Myeloid,CASP1,SOCS3,-0.077,0.728302,NS,23,0.8767662217282405,0.9190465488549618
Liver,Myeloid,CASP1,STAT1,0.086,0.696521,NS,23,0.8608272881770231,0.9094385568720379
Liver,Myeloid,CASP1,STAT2,0.51,0.013014,*,23,0.0894497152057245,0.172097136
Liver,Myeloid,CASP1,TAP1,0.406,0.054492,†,23,0.22103988701517707,0.35462707086614176
Liver,Myeloid,CASP1,TET2,-0.126,0.565239,NS,23,0.779079238699957,0.8357245679785331
Liver,Myeloid,CASP1,TFAM,0.53,0.009345,**,23,0.0724975499194847,0.1444443925233645
Liver,Myeloid,CASP1,TGFB1,0.384,0.070147,†,23,0.2577154364123159,0.39041411111111113
Liver,Myeloid,CASP1,TGFBR1,0.029,0.896629,NS,23,0.9566890232131948,0.973913497371879
Liver,Myeloid,CASP1,TGFBR2,0.629,0.00129,**,23,0.020061728663446056,0.04351775510204081
Liver,Myeloid,CASP1,TIGIT,-0.067,0.759981,NS,23,0.8928568365337574,0.9241133060188542
Liver,Myeloid,CASP1,TOX,-0.045,0.839059,NS,23,0.9320873284642032,0.9613191812543074
Liver,Myeloid,CASP1,TOX2,0.17,0.438826,NS,23,0.695740388379962,0.785662626198083
Liver,Myeloid,CASP1,TYROBP,0.461,0.026659,*,23,0.1410093747246696,0.2592195705882353
Liver,Myeloid,CD27,CD44,0.584,0.003453,**,23,0.038125601714285716,0.079275125
Liver,Myeloid,CD27,CD74,0.122,0.577655,NS,23,0.7883314577654742,0.8398097757255937
Liver,Myeloid,CD27,CTLA4,0.597,0.002658,**,23,0.03191427375,0.06557722388059702
Liver,Myeloid,CD27,DNMT1,0.214,0.327971,NS,23,0.602152637501194,0.71653728665786
Liver,Myeloid,CD27,DNMT3A,0.48,0.020496,*,23,0.12000873392258458,0.23047542857142855
Liver,Myeloid,CD27,FCER1G,0.088,0.691051,NS,23,0.8569048262665376,0.9044396698337291
Liver,Myeloid,CD27,GZMB,0.325,0.13057,NS,23,0.3677377392260334,0.5066483802816901
Liver,Myeloid,CD27,HLA-DPA1,0.022,0.920998,NS,23,0.9686125659809607,0.9828108793548388
Liver,Myeloid,CD27,HLA-DPB1,0.103,0.638928,NS,23,0.8296347284893546,0.8813881476230192
Liver,Myeloid,CD27,HLA-DRA,0.179,0.414838,NS,23,0.6779051393331065,0.775864033898305
Liver,Myeloid,CD27,HLA-DRB1,0.071,0.746924,NS,23,0.8867281951309935,0.9241133060188542
Liver,Myeloid,CD27,IL1B,0.476,0.021586,*,23,0.12410696888090965,0.2354511870967742
Liver,Myeloid,CD27,IL1RN,0.56,0.00549,**,23,0.05139785087719299,0.105241
Liver,Myeloid,CD27,IL2RA,0.215,0.32365,NS,23,0.5974478860382434,0.7114274601063829
Liver,Myeloid,CD27,IRF3,0.1,0.65013,NS,23,0.8362299935091007,0.8867443240360952
Liver,Myeloid,CD27,IRF7,-0.024,0.913617,NS,23,0.9656739185669542,0.98092946009085
Liver,Myeloid,CD27,ISG15,0.178,0.416658,NS,23,0.6788358961512377,0.7759066587837837
Liver,Myeloid,CD27,JAK1,0.381,0.072724,†,23,0.2638818606232295,0.39606206250000003
Liver,Myeloid,CD27,JCHAIN,0.014,0.947704,NS,23,0.9783095939817302,0.9883625943217665
Liver,Myeloid,CD27,LAYN,0.257,0.236531,NS,23,0.5081831327967806,0.6235817272727273
Liver,Myeloid,CD27,LDHA,-0.153,0.484987,NS,23,0.7287759676739283,0.8014952787212787
Liver,Myeloid,CD27,LGALS9,0.142,0.519094,NS,23,0.7497417362604316,0.8111707641509434
Liver,Myeloid,CD27,LILRB1,0.389,0.066723,†,23,0.24976920362431804,0.38338120833333333
Liver,Myeloid,CD27,MEFV,0.293,0.175001,NS,23,0.4324340505466238,0.5764689322709163
Liver,Myeloid,CD27,MT-CYB,0.069,0.754002,NS,23,0.8897049388858178,0.9241133060188542
Liver,Myeloid,CD27,MT-ND1,0.233,0.283891,NS,23,0.5593671795897436,0.689601986784141
Liver,Myeloid,CD27,MT-ND2,0.122,0.577655,NS,23,0.7883314577654742,0.8398097757255937
Liver,Myeloid,CD27,MTOR,0.432,0.039551,*,23,0.18108061510962825,0.30268098165137614
Liver,Myeloid,CD27,MX1,0.007,0.975272,NS,23,0.9902259742085513,0.9976080037128713
Liver,Myeloid,CD27,PRDM1,0.493,0.016809,*,23,0.1047850068115472,0.19705870212765958
Liver,Myeloid,CD27,PYCARD,0.074,0.737517,NS,23,0.8819811548840389,0.9234506332075472
Liver,Myeloid,CD27,RB1,0.265,0.221877,NS,23,0.49198551153402537,0.6235817272727273
Liver,Myeloid,CD27,RORC,0.356,0.095318,†,23,0.3090033914951063,0.4438328281690141
Liver,Myeloid,CD27,RPTOR,0.304,0.1585,NS,23,0.4090466818914562,0.5492672955974842
Liver,Myeloid,CD27,SDHB,0.263,0.224483,NS,23,0.4948154357798165,0.6235817272727273
Liver,Myeloid,CD27,SIGLEC10,0.305,0.157702,NS,23,0.4081936300188629,0.547650012605042
Liver,Myeloid,CD27,SOCS1,0.217,0.31997,NS,23,0.5941946515224746,0.7110068594377509
Liver,Myeloid,CD27,SOCS3,0.345,0.10692,NS,23,0.3286001654952077,0.4596585116883117
Liver,Myeloid,CD27,STAT1,0.244,0.261247,NS,23,0.536235961875267,0.655905390909091
Liver,Myeloid,CD27,STAT2,0.142,0.516952,NS,23,0.7485299708452614,0.8111707641509434
Liver,Myeloid,CD27,TAP1,0.453,0.029942,*,23,0.1524812661012457,0.27285222162162165
Liver,Myeloid,CD27,TET2,0.437,0.036924,*,23,0.17292709995124328,0.2906446285714286
Liver,Myeloid,CD27,TFAM,0.124,0.573379,NS,23,0.7854647271431626,0.8398097757255937
Liver,Myeloid,CD27,TGFB1,0.06,0.787279,NS,23,0.9060554136197714,0.9331948196134574
Liver,Myeloid,CD27,TGFBR1,0.406,0.054883,†,23,0.22192323994948432,0.35577097647058825
Liver,Myeloid,CD27,TGFBR2,0.442,0.034675,*,23,0.1674984724666834,0.28691586407766995
Liver,Myeloid,CD27,TIGIT,0.413,0.050284,†,23,0.20991002259887007,0.34489399170124485
Liver,Myeloid,CD27,TOX,0.256,0.23815,NS,23,0.5095333166276869,0.6258536565977743
Liver,Myeloid,CD27,TOX2,0.476,0.021733,*,23,0.12448201043530113,0.2354511870967742
Liver,Myeloid,CD27,TYROBP,0.049,0.823335,NS,23,0.9234638419546941,0.9570835126582279
Liver,Myeloid,CD44,CD74,-0.193,0.378393,NS,23,0.6463905320113817,0.738469455726092
Liver,Myeloid,CD44,CTLA4,0.57,0.00448,**,23,0.044966185997910135,0.09252718518518518
Liver,Myeloid,CD44,DNMT1,0.05,0.819371,NS,23,0.9212871749547129,0.9562925348837208
Liver,Myeloid,CD44,DNMT3A,0.599,0.002524,**,23,0.030896671974522293,0.06449243076923077
Liver,Myeloid,CD44,FCER1G,0.093,0.673365,NS,23,0.8488501813258515,0.8922809230769231
Liver,Myeloid,CD44,GZMB,0.188,0.389298,NS,23,0.65645705248837,0.7517847862149534
Liver,Myeloid,CD44,HLA-DPA1,-0.158,0.471216,NS,23,0.7177143087290891,0.7940964867617107
Liver,Myeloid,CD44,HLA-DPB1,-0.127,0.562179,NS,23,0.7775952746058031,0.8341848177737882
Liver,Myeloid,CD44,HLA-DRA,-0.021,0.925126,NS,23,0.9699080760750928,0.9846962511268513
Liver,Myeloid,CD44,HLA-DRB1,-0.097,0.660259,NS,23,0.8424145347014678,0.8870014087591241
Liver,Myeloid,CD44,IL1B,0.521,0.010843,*,23,0.07977972922252011,0.15319212820512823
Liver,Myeloid,CD44,IL1RN,0.778,1.2e-05,**,23,0.0008666616541353384,0.0015258461538461539
Liver,Myeloid,CD44,IL2RA,0.354,0.09711,†,23,0.3124924974874372,0.44717303038674033
Liver,Myeloid,CD44,IRF3,-0.219,0.31456,NS,23,0.5893321786619855,0.7067076923076924
Liver,Myeloid,CD44,IRF7,-0.296,0.169593,NS,23,0.42583337119330805,0.5694836470588236
Liver,Myeloid,CD44,ISG15,0.26,0.23109,NS,23,0.5032842070060084,0.6235817272727273
Liver,Myeloid,CD44,JAK1,0.23,0.290564,NS,23,0.566719624606639,0.6962483568345323
Liver,Myeloid,CD44,JCHAIN,0.213,0.330044,NS,23,0.6042000461215933,0.7187914782608695
Liver,Myeloid,CD44,LAYN,0.182,0.404585,NS,23,0.6701258551997246,0.7676785434782608
Liver,Myeloid,CD44,LDHA,0.12,0.586859,NS,23,0.7946733718816067,0.8500125499124342
Liver,Myeloid,CD44,LGALS9,0.088,0.689877,NS,23,0.8569048262665376,0.9044396698337291
Liver,Myeloid,CD44,LILRB1,0.57,0.004534,**,23,0.04527166008316008,0.09252718518518518
Liver,Myeloid,CD44,MEFV,-0.06,0.784696,NS,23,0.9052542056686482,0.932496396836808
Liver,Myeloid,CD44,MT-CYB,0.237,0.275906,NS,23,0.5510002365904365,0.6776710520059435
Liver,Myeloid,CD44,MT-ND1,0.311,0.148253,NS,23,0.3943664490106545,0.52475847751606
Liver,Myeloid,CD44,MT-ND2,0.293,0.174104,NS,23,0.43135310085117357,0.5755878240000001
Liver,Myeloid,CD44,MTOR,0.578,0.003882,**,23,0.041009517866959874,0.08443350000000001
Liver,Myeloid,CD44,MX1,-0.074,0.73676,NS,23,0.8816073394369706,0.9234506332075472
Liver,Myeloid,CD44,PRDM1,0.727,8.5e-05,**,23,0.003272414829659319,0.0063865909090909095
Liver,Myeloid,CD44,PYCARD,0.015,0.946483,NS,23,0.9774693534566175,0.988336322804801
Liver,Myeloid,CD44,RB1,0.43,0.040336,*,23,0.18296578107344633,0.30307003636363633
Liver,Myeloid,CD44,RORC,0.096,0.661629,NS,23,0.8432664180322431,0.8870014087591241
Liver,Myeloid,CD44,RPTOR,0.428,0.041666,*,23,0.18626939125377992,0.3102427837837838
Liver,Myeloid,CD44,SDHB,0.204,0.351548,NS,23,0.6254936914091244,0.7337232878787879
Liver,Myeloid,CD44,SIGLEC10,0.321,0.135128,NS,23,0.37466851795241535,0.510862821670429
Liver,Myeloid,CD44,SOCS1,-0.045,0.838548,NS,23,0.9316607268521195,0.9613191812543074
Liver,Myeloid,CD44,SOCS3,0.63,0.001286,**,23,0.020061728663446056,0.04351775510204081
Liver,Myeloid,CD44,STAT1,0.352,0.099745,†,23,0.31698944499586434,0.4497240980926431
Liver,Myeloid,CD44,STAT2,0.182,0.404957,NS,23,0.6701258551997246,0.7676785434782608
Liver,Myeloid,CD44,TAP1,0.204,0.351548,NS,23,0.6254936914091244,0.7337232878787879
Liver,Myeloid,CD44,TET2,0.615,0.001805,**,23,0.025091067293777133,0.054891
Liver,Myeloid,CD44,TFAM,0.161,0.462834,NS,23,0.7122319748478052,0.7882322886386899
Liver,Myeloid,CD44,TGFB1,-0.163,0.457288,NS,23,0.708558821840471,0.7882322886386899
Liver,Myeloid,CD44,TGFBR1,0.455,0.029149,*,23,0.14964763201496525,0.2704455754189944
Liver,Myeloid,CD44,TGFBR2,0.503,0.014434,*,23,0.09515839876458478,0.18278899236641222
Liver,Myeloid,CD44,TIGIT,0.387,0.068181,†,23,0.2536945944218478,0.38743171428571427
Liver,Myeloid,CD44,TOX,0.226,0.299395,NS,23,0.5753978936574631,0.699179642857143
Liver,Myeloid,CD44,TOX2,0.441,0.035307,*,23,0.16902137478195864,0.28691586407766995
Liver,Myeloid,CD44,TYROBP,-0.056,0.798523,NS,23,0.9119805809999405,0.9374705390624999
Liver,Myeloid,CD74,CTLA4,0.197,0.368171,NS,23,0.6387471162140215,0.738469455726092
Liver,Myeloid,CD74,DNMT1,0.711,0.000141,**,23,0.00447727438016529,0.00932292
Liver,Myeloid,CD74,DNMT3A,0.313,0.145286,NS,23,0.3899803473522426,0.5185539375
Liver,Myeloid,CD74,FCER1G,-0.14,0.523098,NS,23,0.752132001945962,0.8127710892857144
Liver,Myeloid,CD74,GZMB,0.371,0.081787,†,23,0.2829592824990998,0.4177338256880734
Liver,Myeloid,CD74,HLA-DPA1,0.926,0.0,**,23,0.0,0.0
Liver,Myeloid,CD74,HLA-DPB1,0.952,0.0,**,23,0.0,0.0
Liver,Myeloid,CD74,HLA-DRA,0.845,0.0,**,23,0.0,0.0
Liver,Myeloid,CD74,HLA-DRB1,0.891,0.0,**,23,0.0,0.0
Liver,Myeloid,CD74,IL1B,0.077,0.726679,NS,23,0.8756338373580881,0.9190465488549618
Liver,Myeloid,CD74,IL1RN,-0.194,0.375424,NS,23,0.6447020896268524,0.738469455726092
Liver,Myeloid,CD74,IL2RA,0.268,0.216959,NS,23,0.48540434594783416,0.6229890571923743
Liver,Myeloid,CD74,IRF3,0.015,0.946483,NS,23,0.9774693534566175,0.988336322804801
Liver,Myeloid,CD74,IRF7,0.413,0.050124,†,23,0.20951526631853787,0.34489399170124485
Liver,Myeloid,CD74,ISG15,0.157,0.474028,NS,23,0.7201701785686042,0.7952438823529412
Liver,Myeloid,CD74,JAK1,0.385,0.069369,†,23,0.2561799036908881,0.3885611047297297
Liver,Myeloid,CD74,JCHAIN,-0.224,0.30366,NS,23,0.5789698685385455,0.7010474581005586
Liver,Myeloid,CD74,LAYN,0.045,0.83677,NS,23,0.9301889947347105,0.961285551077137
Liver,Myeloid,CD74,LDHA,-0.092,0.676656,NS,23,0.8488501813258515,0.894094618705036
Liver,Myeloid,CD74,LGALS9,0.351,0.100767,NS,23,0.31797549885019705,0.45232495956873314
Liver,Myeloid,CD74,LILRB1,0.0,0.998214,NS,23,0.9997752543663,1.0
Liver,Myeloid,CD74,MEFV,0.419,0.046602,*,23,0.1997232798840321,0.33492654782608694
Liver,Myeloid,CD74,MT-CYB,0.426,0.042739,*,23,0.1887668443678161,0.3125998539823009
Liver,Myeloid,CD74,MT-ND1,0.147,0.502605,NS,23,0.7380786313254853,0.8093842281553398
Liver,Myeloid,CD74,MT-ND2,-0.031,0.88965,NS,23,0.9537912092166926,0.973905947889182
Liver,Myeloid,CD74,MTOR,0.202,0.354434,NS,23,0.6261754252345043,0.7341847142857143
Liver,Myeloid,CD74,MX1,0.225,0.301203,NS,23,0.5771726717176753,0.699179642857143
Liver,Myeloid,CD74,PRDM1,-0.1,0.648861,NS,23,0.8356417960045586,0.8867443240360952
Liver,Myeloid,CD74,PYCARD,0.067,0.760653,NS,23,0.8930455774002323,0.9241133060188542
Liver,Myeloid,CD74,RB1,-0.156,0.476737,NS,23,0.7228119802745778,0.7974646956521739
Liver,Myeloid,CD74,RORC,0.161,0.463851,NS,23,0.7128833248800001,0.7882322886386899
Liver,Myeloid,CD74,RPTOR,0.084,0.702563,NS,23,0.863954502525737,0.9102321519185591
Liver,Myeloid,CD74,SDHB,0.459,0.027401,*,23,0.14398266165207876,0.2633363546511628
Liver,Myeloid,CD74,SIGLEC10,-0.048,0.826348,NS,23,0.92446840368041,0.9578914754558204
Liver,Myeloid,CD74,SOCS1,0.166,0.448922,NS,23,0.7023212838934891,0.7873205694591728
Liver,Myeloid,CD74,SOCS3,-0.223,0.305576,NS,23,0.5815212881473414,0.7023135433287483
Liver,Myeloid,CD74,STAT1,-0.095,0.6668,NS,23,0.8461390890207714,0.8889929518459069
Liver,Myeloid,CD74,STAT2,0.445,0.03324,*,23,0.1629014387755102,0.286175625
Liver,Myeloid,CD74,TAP1,0.695,0.000235,**,23,0.006486472701149425,0.014387222222222223
Liver,Myeloid,CD74,TET2,-0.04,0.857893,NS,23,0.9412863340567709,0.9699706764705882
Liver,Myeloid,CD74,TFAM,0.347,0.104931,NS,23,0.3252386965150048,0.45644985
Liver,Myeloid,CD74,TGFB1,0.198,0.366049,NS,23,0.6360323046034186,0.738469455726092
Liver,Myeloid,CD74,TGFBR1,0.16,0.465172,NS,23,0.7136940872199633,0.7882322886386899
Liver,Myeloid,CD74,TGFBR2,0.057,0.79506,NS,23,0.9105123128092031,0.9368442162162163
Liver,Myeloid,CD74,TIGIT,0.129,0.557561,NS,23,0.7760558338992848,0.8336595189530687
Liver,Myeloid,CD74,TOX,0.507,0.013466,*,23,0.09157356672566372,0.17666109523809526
Liver,Myeloid,CD74,TOX2,0.079,0.718814,NS,23,0.8715290585230497,0.9156028127889061
Liver,Myeloid,CD74,TYROBP,-0.178,0.416821,NS,23,0.6788358961512377,0.7759066587837837
Liver,Myeloid,CTLA4,DNMT1,0.268,0.216415,NS,23,0.48529806991945834,0.6229890571923743
Liver,Myeloid,CTLA4,DNMT3A,0.411,0.05127,†,23,0.2128966917763868,0.3459155510204082
Liver,Myeloid,CTLA4,FCER1G,0.078,0.721821,NS,23,0.8730657451992697,0.9168927331288343
Liver,Myeloid,CTLA4,GZMB,-0.017,0.939968,NS,23,0.9752497973644416,0.988336322804801
Liver,Myeloid,CTLA4,HLA-DPA1,0.182,0.405581,NS,23,0.670650420984679,0.7676785434782608
Liver,Myeloid,CTLA4,HLA-DPB1,0.201,0.357861,NS,23,0.6291057532027818,0.7375863254364089
Liver,Myeloid,CTLA4,HLA-DRA,0.364,0.08751,†,23,0.2952038618328652,0.4293238308605341
Liver,Myeloid,CTLA4,HLA-DRB1,0.294,0.173133,NS,23,0.43022352386495927,0.57352474749499
