tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2,q_value
Blood,DNMT3B,CD4_T,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,DNMT3B,CD4_T,IT→IA,IT,IA,0.0011677968,0.0009570207,-18.0,↓,1.0,NS,9/20,5,4,1.0
Blood,DNMT3B,CD4_T,IA→AR,IA,AR,0.0009570207,0.0010102217,5.599999904632568,↑,1.0,NS,6/12,4,3,1.0
Blood,DNMT3B,CD4_T,CR→AR,CR,AR,0.0,0.0010102217,99999.0,↑,0.063603,†,9/9,3,3,0.4111111111111111
Blood,DNMT3B,CD8_T,NL→IT,NL,IT,0.0002361811,0.0014280496,504.6000061035156,↑,0.157939,NS,15/25,5,5,0.5820298536585365
Blood,DNMT3B,CD8_T,NL→IA,NL,IA,0.0002361811,0.0,-100.0,↓,0.502335,NS,4/20,5,4,0.9673210352941177
Blood,DNMT3B,CD8_T,NL→AR,NL,AR,0.0002361811,0.00019133714,-19.0,↓,1.0,NS,3/15,5,3,1.0
Blood,DNMT3B,CD8_T,NL→CR,NL,CR,0.0002361811,0.0009865711,317.70001220703125,↑,0.69627,NS,5/15,5,3,0.9377876774193549
Blood,DNMT3B,CD8_T,IT→IA,IT,IA,0.0014280496,0.0,-100.0,↓,0.109436,NS,12/20,5,4,0.8982250588235294
Blood,DNMT3B,CD8_T,IA→AR,IA,AR,0.0,0.00019133714,99999.0,↑,0.386476,NS,4/12,4,3,1.0
Blood,DNMT3B,CD8_T,CR→AR,CR,AR,0.0009865711,0.00019133714,-80.5999984741211,↓,1.0,NS,3/9,3,3,1.0
Blood,DNMT3B,NK,NL→IT,NL,IT,0.0002333731,0.00048867054,109.4000015258789,↑,0.440686,NS,10/25,5,5,0.749672735632184
Blood,DNMT3B,NK,NL→IA,NL,IA,0.0002333731,0.00117216,402.2999877929688,↑,0.139996,NS,14/20,5,4,0.37671650909090915
Blood,DNMT3B,NK,NL→AR,NL,AR,0.0002333731,0.00059934467,156.8000030517578,↑,0.203872,NS,12/15,5,3,0.5285714285714286
Blood,DNMT3B,NK,NL→CR,NL,CR,0.0002333731,0.0021980004,841.7999877929688,↑,0.69627,NS,5/15,5,3,0.9084818124999999
Blood,DNMT3B,NK,IT→IA,IT,IA,0.00048867054,0.00117216,139.89999389648438,↑,0.306136,NS,13/20,5,4,0.836702794520548
Blood,DNMT3B,NK,IA→AR,IA,AR,0.00117216,0.00059934467,-48.900001525878906,↓,1.0,NS,6/12,4,3,1.0
Blood,DNMT3B,NK,CR→AR,CR,AR,0.0021980004,0.00059934467,-72.69999694824219,↓,0.657905,NS,3/9,3,3,0.9168141592920354
Blood,DNMT3B,B,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,DNMT3B,B,NL→IA,NL,IA,0.0,0.00023703356,99999.0,↑,0.371093,NS,5/20,5,4,0.7892333150684931
Blood,DNMT3B,B,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,DNMT3B,B,NL→CR,NL,CR,0.0,0.0004785889,99999.0,↑,0.3017,NS,5/15,5,3,0.6459290857142856
Blood,DNMT3B,B,IT→IA,IT,IA,0.0,0.00023703356,99999.0,↑,0.371093,NS,5/20,5,4,1.0
Blood,DNMT3B,B,IA→AR,IA,AR,0.00023703356,0.0,-100.0,↓,0.563703,NS,3/12,4,3,1.0
Blood,DNMT3B,B,CR→AR,CR,AR,0.0004785889,0.0,-100.0,↓,0.504985,NS,3/9,3,3,0.9255572839506173
Blood,DNMT3B,PlasmaB,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,DNMT3B,PlasmaB,NL→IA,NL,IA,0.0,0.008936318,99999.0,↑,0.371093,NS,5/20,5,4,0.6461384
Blood,DNMT3B,PlasmaB,NL→AR,NL,AR,0.0,0.00085480715,99999.0,↑,0.3017,NS,5/15,5,3,0.7176989841269841
Blood,DNMT3B,PlasmaB,NL→CR,NL,CR,0.0,0.0073585943,99999.0,↑,0.016805,*,15/15,5,3,0.24063454545454546
Blood,DNMT3B,PlasmaB,IT→IA,IT,IA,0.0,0.008936318,99999.0,↑,0.371093,NS,5/20,5,4,1.0
Blood,DNMT3B,PlasmaB,IA→AR,IA,AR,0.008936318,0.00085480715,-90.4000015258789,↓,1.0,NS,3/12,4,3,1.0
Blood,DNMT3B,PlasmaB,CR→AR,CR,AR,0.0073585943,0.00085480715,-88.4000015258789,↓,0.076523,†,9/9,3,3,0.3288888888888889
Blood,EIF4EBP1,Myeloid,NL→IT,NL,IT,0.62086636,0.6776228,9.100000381469728,↑,0.222222,NS,19/25,5,5,0.37803282758620693
Blood,EIF4EBP1,Myeloid,NL→IA,NL,IA,0.62086636,0.5824563,-6.199999809265137,↓,0.555556,NS,7/20,5,4,0.6967990508474577
Blood,EIF4EBP1,Myeloid,NL→AR,NL,AR,0.62086636,0.6355221,2.400000095367432,↑,0.392857,NS,11/15,5,3,0.5994106804123712
Blood,EIF4EBP1,Myeloid,NL→CR,NL,CR,0.62086636,0.6468832,4.199999809265137,↑,0.25,NS,12/15,5,3,0.40659340659340654
Blood,EIF4EBP1,Myeloid,IT→IA,IT,IA,0.6776228,0.5824563,-14.0,↓,0.555556,NS,13/20,5,4,1.0
Blood,EIF4EBP1,Myeloid,IA→AR,IA,AR,0.5824563,0.6355221,9.100000381469728,↑,0.857143,NS,7/12,4,3,1.0
Blood,EIF4EBP1,Myeloid,CR→AR,CR,AR,0.6468832,0.6355221,-1.7999999523162842,↓,0.7,NS,6/9,3,3,0.856198347107438
Blood,EIF4EBP1,CD4_T,NL→IT,NL,IT,0.058018625,0.06095774,5.099999904632568,↑,1.0,NS,13/25,5,5,1.0
Blood,EIF4EBP1,CD4_T,NL→IA,NL,IA,0.058018625,0.07252005,25.0,↑,0.412698,NS,14/20,5,4,0.7830680000000001
Blood,EIF4EBP1,CD4_T,NL→AR,NL,AR,0.058018625,0.06154117,6.099999904632568,↑,0.785714,NS,9/15,5,3,0.961038611570248
Blood,EIF4EBP1,CD4_T,NL→CR,NL,CR,0.058018625,0.059519116,2.5999999046325684,↑,0.785714,NS,9/15,5,3,0.9084818124999999
Blood,EIF4EBP1,CD4_T,IT→IA,IT,IA,0.06095774,0.07252005,19.0,↑,0.730159,NS,8/20,5,4,1.0
Blood,EIF4EBP1,CD4_T,IA→AR,IA,AR,0.07252005,0.06154117,-15.100000381469728,↓,0.857143,NS,5/12,4,3,1.0
Blood,EIF4EBP1,CD4_T,CR→AR,CR,AR,0.059519116,0.06154117,3.400000095367432,↑,0.4,NS,7/9,3,3,0.6964705882352942
Blood,EIF4EBP1,CD8_T,NL→IT,NL,IT,0.0938045,0.07833527,-16.5,↓,0.547619,NS,16/25,5,5,0.9005290222222222
Blood,EIF4EBP1,CD8_T,NL→IA,NL,IA,0.0938045,0.09644745,2.799999952316284,↑,0.904762,NS,9/20,5,4,1.0
Blood,EIF4EBP1,CD8_T,NL→AR,NL,AR,0.0938045,0.07511726,-19.89999961853028,↓,0.571429,NS,10/15,5,3,0.919255347826087
Blood,EIF4EBP1,CD8_T,NL→CR,NL,CR,0.0938045,0.0685525,-26.89999961853028,↓,0.785714,NS,9/15,5,3,0.9377876774193549
Blood,EIF4EBP1,CD8_T,IT→IA,IT,IA,0.07833527,0.09644745,23.100000381469727,↑,0.904762,NS,9/20,5,4,1.0
Blood,EIF4EBP1,CD8_T,IA→AR,IA,AR,0.09644745,0.07511726,-22.100000381469727,↓,0.857143,NS,5/12,4,3,1.0
Blood,EIF4EBP1,CD8_T,CR→AR,CR,AR,0.0685525,0.07511726,9.600000381469728,↑,0.7,NS,6/9,3,3,0.8633333333333333
Blood,EIF4EBP1,NK,NL→IT,NL,IT,0.08123996,0.08386645,3.200000047683716,↑,0.84127,NS,14/25,5,5,1.0
Blood,EIF4EBP1,NK,NL→IA,NL,IA,0.08123996,0.090509936,11.399999618530272,↑,0.555556,NS,7/20,5,4,0.7543329174311927
Blood,EIF4EBP1,NK,NL→AR,NL,AR,0.08123996,0.098249495,20.89999961853028,↑,0.392857,NS,11/15,5,3,0.6389322637362637
Blood,EIF4EBP1,NK,NL→CR,NL,CR,0.08123996,0.096854635,19.200000762939453,↑,0.571429,NS,10/15,5,3,0.8629744081632652
Blood,EIF4EBP1,NK,IT→IA,IT,IA,0.08386645,0.090509936,7.900000095367432,↑,0.555556,NS,7/20,5,4,0.9238459325842698
Blood,EIF4EBP1,NK,IA→AR,IA,AR,0.090509936,0.098249495,8.600000381469727,↑,0.4,NS,9/12,4,3,0.9107692307692308
Blood,EIF4EBP1,NK,CR→AR,CR,AR,0.096854635,0.098249495,1.399999976158142,↑,1.0,NS,5/9,3,3,1.0
Blood,EIF4EBP1,B,NL→IT,NL,IT,0.14001934,0.21351445,52.5,↑,0.007937,**,25/25,5,5,0.1957793333333333
Blood,EIF4EBP1,B,NL→IA,NL,IA,0.14001934,0.17363921,24.0,↑,0.904762,NS,9/20,5,4,1.0
Blood,EIF4EBP1,B,NL→AR,NL,AR,0.14001934,0.20586665,47.0,↑,0.25,NS,12/15,5,3,0.6851851851851852
Blood,EIF4EBP1,B,NL→CR,NL,CR,0.14001934,0.1537198,9.800000190734863,↑,1.0,NS,7/15,5,3,1.0
Blood,EIF4EBP1,B,IT→IA,IT,IA,0.21351445,0.17363921,-18.700000762939453,↓,0.190476,NS,16/20,5,4,1.0
Blood,EIF4EBP1,B,IA→AR,IA,AR,0.17363921,0.20586665,18.600000381469727,↑,0.228571,NS,10/12,4,3,1.0
Blood,EIF4EBP1,B,CR→AR,CR,AR,0.1537198,0.20586665,33.900001525878906,↑,0.4,NS,7/9,3,3,0.7893333333333333
Blood,EIF4EBP1,PlasmaB,NL→IT,NL,IT,0.22693412,0.38648573,70.30000305175781,↑,0.150794,NS,20/25,5,5,0.4748406808510639
Blood,EIF4EBP1,PlasmaB,NL→IA,NL,IA,0.22693412,0.31989467,41.0,↑,0.412698,NS,14/20,5,4,0.6639054782608697
Blood,EIF4EBP1,PlasmaB,NL→AR,NL,AR,0.22693412,0.28428447,25.299999237060547,↑,0.571429,NS,10/15,5,3,0.9396832444444444
Blood,EIF4EBP1,PlasmaB,NL→CR,NL,CR,0.22693412,0.30360672,33.79999923706055,↑,0.25,NS,12/15,5,3,0.5068493150684932
Blood,EIF4EBP1,PlasmaB,IT→IA,IT,IA,0.38648573,0.31989467,-17.200000762939453,↓,0.412698,NS,14/20,5,4,1.0
Blood,EIF4EBP1,PlasmaB,IA→AR,IA,AR,0.31989467,0.28428447,-11.100000381469728,↓,0.857143,NS,5/12,4,3,1.0
Blood,EIF4EBP1,PlasmaB,CR→AR,CR,AR,0.30360672,0.28428447,-6.400000095367432,↓,0.7,NS,6/9,3,3,0.9682242990654204
Blood,ENTPD1,Myeloid,NL→IT,NL,IT,0.180632,0.3124527,73.0,↑,0.055556,†,22/25,5,5,0.19576876190476192
Blood,ENTPD1,Myeloid,NL→IA,NL,IA,0.180632,0.32931834,82.30000305175781,↑,0.063492,†,18/20,5,4,0.24073679999999997
Blood,ENTPD1,Myeloid,NL→AR,NL,AR,0.180632,0.26112878,44.59999847412109,↑,0.392857,NS,11/15,5,3,0.5994106804123712
Blood,ENTPD1,Myeloid,NL→CR,NL,CR,0.180632,0.34380087,90.3000030517578,↑,0.035714,*,15/15,5,3,0.12031727272727273
Blood,ENTPD1,Myeloid,IT→IA,IT,IA,0.3124527,0.32931834,5.400000095367432,↑,0.555556,NS,13/20,5,4,1.0
Blood,ENTPD1,Myeloid,IA→AR,IA,AR,0.32931834,0.26112878,-20.700000762939453,↓,0.4,NS,9/12,4,3,1.0
Blood,ENTPD1,Myeloid,CR→AR,CR,AR,0.34380087,0.26112878,-24.0,↓,0.1,NS,9/9,3,3,0.5692307692307692
Blood,ENTPD1,CD4_T,NL→IT,NL,IT,0.01513077,0.0059977896,-60.400001525878906,↓,0.84127,NS,11/25,5,5,1.0
Blood,ENTPD1,CD4_T,NL→IA,NL,IA,0.01513077,0.03719406,145.8000030517578,↑,0.412698,NS,14/20,5,4,0.7830680000000001
Blood,ENTPD1,CD4_T,NL→AR,NL,AR,0.01513077,0.010705437,-29.200000762939453,↓,1.0,NS,7/15,5,3,1.0
Blood,ENTPD1,CD4_T,NL→CR,NL,CR,0.01513077,0.006477116,-57.20000076293945,↓,0.571429,NS,5/15,5,3,0.829132274509804
Blood,ENTPD1,CD4_T,IT→IA,IT,IA,0.0059977896,0.03719406,520.0999755859375,↑,0.285714,NS,15/20,5,4,1.0
Blood,ENTPD1,CD4_T,IA→AR,IA,AR,0.03719406,0.010705437,-71.19999694824219,↓,0.857143,NS,7/12,4,3,1.0
Blood,ENTPD1,CD4_T,CR→AR,CR,AR,0.006477116,0.010705437,65.30000305175781,↑,1.0,NS,5/9,3,3,1.0
Blood,ENTPD1,CD8_T,NL→IT,NL,IT,0.012039211,0.0027123443,-77.5,↓,0.829357,NS,9/25,5,5,1.0
Blood,ENTPD1,CD8_T,NL→IA,NL,IA,0.012039211,0.04770694,296.29998779296875,↑,0.383221,NS,13/20,5,4,0.9116314029850747
Blood,ENTPD1,CD8_T,NL→AR,NL,AR,0.012039211,0.0057827383,-52.0,↓,0.230243,NS,3/15,5,3,0.6981132075471698
Blood,ENTPD1,CD8_T,NL→CR,NL,CR,0.012039211,0.009062785,-24.700000762939453,↓,0.230243,NS,3/15,5,3,0.536231884057971
Blood,ENTPD1,CD8_T,IT→IA,IT,IA,0.0027123443,0.04770694,1658.9000244140625,↑,0.383221,NS,13/20,5,4,0.8982250588235294
Blood,ENTPD1,CD8_T,IA→AR,IA,AR,0.04770694,0.0057827383,-87.9000015258789,↓,1.0,NS,6/12,4,3,1.0
Blood,ENTPD1,CD8_T,CR→AR,CR,AR,0.009062785,0.0057827383,-36.20000076293945,↓,0.7,NS,6/9,3,3,0.8633333333333333
Blood,ENTPD1,NK,NL→IT,NL,IT,0.0017562449,0.00591928,237.0,↑,0.161238,NS,18/25,5,5,0.5187657391304348
Blood,ENTPD1,NK,NL→IA,NL,IA,0.0017562449,0.02070702,1079.0999755859375,↑,0.170609,NS,16/20,5,4,0.4027206857142857
Blood,ENTPD1,NK,NL→AR,NL,AR,0.0017562449,0.0033660445,91.6999969482422,↑,0.541193,NS,10/15,5,3,0.7903877757009344
Blood,ENTPD1,NK,NL→CR,NL,CR,0.0017562449,0.013715613,681.0,↑,0.12663,NS,13/15,5,3,0.3989214339622642
Blood,ENTPD1,NK,IT→IA,IT,IA,0.00591928,0.02070702,249.8000030517578,↑,0.555556,NS,13/20,5,4,0.9238459325842698
Blood,ENTPD1,NK,IA→AR,IA,AR,0.02070702,0.0033660445,-83.69999694824219,↓,0.857143,NS,7/12,4,3,1.0
Blood,ENTPD1,NK,CR→AR,CR,AR,0.013715613,0.0033660445,-75.5,↓,0.2,NS,8/9,3,3,0.7219512195121952
Blood,ENTPD1,B,NL→IT,NL,IT,0.085563675,0.19996443,133.6999969482422,↑,0.021177,*,24/25,5,5,0.22387114285714285
Blood,ENTPD1,B,NL→IA,NL,IA,0.085563675,0.18551189,116.8000030517578,↑,0.065064,†,18/20,5,4,0.38517888
Blood,ENTPD1,B,NL→AR,NL,AR,0.085563675,0.17908727,109.3000030517578,↑,0.071924,†,14/15,5,3,0.35422678787878786
Blood,ENTPD1,B,NL→CR,NL,CR,0.085563675,0.1459272,70.5,↑,0.368227,NS,11/15,5,3,0.736454
Blood,ENTPD1,B,IT→IA,IT,IA,0.19996443,0.18551189,-7.199999809265137,↓,0.412698,NS,14/20,5,4,1.0
Blood,ENTPD1,B,IA→AR,IA,AR,0.18551189,0.17908727,-3.5,↓,0.857143,NS,7/12,4,3,1.0
Blood,ENTPD1,B,CR→AR,CR,AR,0.1459272,0.17908727,22.700000762939453,↑,0.7,NS,6/9,3,3,0.9333333333333332
Blood,ENTPD1,PlasmaB,NL→IT,NL,IT,0.35914972,0.19102399,-46.79999923706055,↓,0.095238,†,21/25,5,5,0.427128
Blood,ENTPD1,PlasmaB,NL→IA,NL,IA,0.35914972,0.16400887,-54.29999923706055,↓,0.111111,NS,17/20,5,4,0.52484
Blood,ENTPD1,PlasmaB,NL→AR,NL,AR,0.35914972,0.324903,-9.5,↓,0.785714,NS,9/15,5,3,1.0
Blood,ENTPD1,PlasmaB,NL→CR,NL,CR,0.35914972,0.15403283,-57.09999847412109,↓,0.071429,†,14/15,5,3,0.27832104761904763
Blood,ENTPD1,PlasmaB,IT→IA,IT,IA,0.19102399,0.16400887,-14.100000381469728,↓,0.730159,NS,12/20,5,4,1.0
Blood,ENTPD1,PlasmaB,IA→AR,IA,AR,0.16400887,0.324903,98.0999984741211,↑,0.114286,NS,11/12,4,3,1.0
Blood,ENTPD1,PlasmaB,CR→AR,CR,AR,0.15403283,0.324903,110.9000015258789,↑,0.1,NS,9/9,3,3,0.3288888888888889
Blood,EOMES,Myeloid,NL→IT,NL,IT,0.0,0.002149859,99999.0,↑,0.423711,NS,5/25,5,5,0.6088274563106796
Blood,EOMES,Myeloid,NL→IA,NL,IA,0.0,0.00059903157,99999.0,↑,0.13121,NS,10/20,5,4,0.33481172413793103
Blood,EOMES,Myeloid,NL→AR,NL,AR,0.0,0.0016799363,99999.0,↑,0.3017,NS,5/15,5,3,0.5257562325581395
Blood,EOMES,Myeloid,NL→CR,NL,CR,0.0,0.0019843585,99999.0,↑,0.016805,*,15/15,5,3,0.12031727272727273
Blood,EOMES,Myeloid,IT→IA,IT,IA,0.002149859,0.00059903157,-72.0999984741211,↓,0.662427,NS,4/20,5,4,1.0
Blood,EOMES,Myeloid,IA→AR,IA,AR,0.00059903157,0.0016799363,180.3999938964844,↑,1.0,NS,4/12,4,3,1.0
Blood,EOMES,Myeloid,CR→AR,CR,AR,0.0019843585,0.0016799363,-15.300000190734863,↓,0.657905,NS,6/9,3,3,0.856198347107438
Blood,EOMES,CD4_T,NL→IT,NL,IT,0.124744475,0.073860586,-40.79999923706055,↓,0.84127,NS,14/25,5,5,1.0
Blood,EOMES,CD4_T,NL→IA,NL,IA,0.124744475,0.101374656,-18.700000762939453,↓,1.0,NS,10/20,5,4,1.0
Blood,EOMES,CD4_T,NL→AR,NL,AR,0.124744475,0.056568842,-54.70000076293945,↓,0.785714,NS,9/15,5,3,0.961038611570248
Blood,EOMES,CD4_T,NL→CR,NL,CR,0.124744475,0.05601271,-55.09999847412109,↓,0.25,NS,12/15,5,3,0.4805194805194805
Blood,EOMES,CD4_T,IT→IA,IT,IA,0.073860586,0.101374656,37.29999923706055,↑,0.285714,NS,15/20,5,4,1.0
Blood,EOMES,CD4_T,IA→AR,IA,AR,0.101374656,0.056568842,-44.20000076293945,↓,0.4,NS,9/12,4,3,1.0
Blood,EOMES,CD4_T,CR→AR,CR,AR,0.05601271,0.056568842,1.0,↑,0.7,NS,6/9,3,3,0.8705882352941176
Blood,EOMES,CD8_T,NL→IT,NL,IT,0.2837953,0.23958449,-15.600000381469728,↓,0.84127,NS,14/25,5,5,1.0
Blood,EOMES,CD8_T,NL→IA,NL,IA,0.2837953,0.32174486,13.399999618530272,↑,1.0,NS,10/20,5,4,1.0
Blood,EOMES,CD8_T,NL→AR,NL,AR,0.2837953,0.2707478,-4.599999904632568,↓,1.0,NS,8/15,5,3,1.0
Blood,EOMES,CD8_T,NL→CR,NL,CR,0.2837953,0.22061424,-22.299999237060547,↓,1.0,NS,8/15,5,3,1.0
Blood,EOMES,CD8_T,IT→IA,IT,IA,0.23958449,0.32174486,34.29999923706055,↑,0.555556,NS,13/20,5,4,1.0
Blood,EOMES,CD8_T,IA→AR,IA,AR,0.32174486,0.2707478,-15.899999618530272,↓,0.857143,NS,7/12,4,3,1.0
Blood,EOMES,CD8_T,CR→AR,CR,AR,0.22061424,0.2707478,22.700000762939453,↑,0.7,NS,6/9,3,3,0.8633333333333333
Blood,EOMES,NK,NL→IT,NL,IT,0.39245147,0.44095415,12.399999618530272,↑,0.547619,NS,16/25,5,5,0.7868700194174757
Blood,EOMES,NK,NL→IA,NL,IA,0.39245147,0.4478951,14.100000381469728,↑,0.412698,NS,14/20,5,4,0.6296835463917526
Blood,EOMES,NK,NL→AR,NL,AR,0.39245147,0.4235176,7.900000095367432,↑,0.571429,NS,10/15,5,3,0.7903877757009344
Blood,EOMES,NK,NL→CR,NL,CR,0.39245147,0.3765513,-4.099999904632568,↓,1.0,NS,7/15,5,3,1.0
Blood,EOMES,NK,IT→IA,IT,IA,0.44095415,0.4478951,1.600000023841858,↑,0.904762,NS,11/20,5,4,1.0
Blood,EOMES,NK,IA→AR,IA,AR,0.4478951,0.4235176,-5.400000095367432,↓,1.0,NS,6/12,4,3,1.0
Blood,EOMES,NK,CR→AR,CR,AR,0.3765513,0.4235176,12.5,↑,1.0,NS,5/9,3,3,1.0
Blood,EOMES,B,NL→IT,NL,IT,0.0007946788,0.003405641,328.6000061035156,↑,0.181221,NS,17/25,5,5,0.547361387755102
Blood,EOMES,B,NL→IA,NL,IA,0.0007946788,0.0014335928,80.4000015258789,↑,0.662427,NS,8/20,5,4,0.9735453333333334
Blood,EOMES,B,NL→AR,NL,AR,0.0007946788,0.0011395172,43.400001525878906,↑,1.0,NS,4/15,5,3,1.0
Blood,EOMES,B,NL→CR,NL,CR,0.0007946788,0.0021260458,167.5,↑,0.203872,NS,12/15,5,3,0.5692307692307692
Blood,EOMES,B,IT→IA,IT,IA,0.003405641,0.0014335928,-57.900001525878906,↓,0.900865,NS,10/20,5,4,1.0
Blood,EOMES,B,IA→AR,IA,AR,0.0014335928,0.0011395172,-20.5,↓,1.0,NS,4/12,4,3,1.0
Blood,EOMES,B,CR→AR,CR,AR,0.0021260458,0.0011395172,-46.400001525878906,↓,0.657905,NS,6/9,3,3,0.9333333333333332
Blood,EOMES,PlasmaB,NL→IT,NL,IT,0.0,0.005019899,99999.0,↑,0.423711,NS,5/25,5,5,0.720795724137931
Blood,EOMES,PlasmaB,NL→IA,NL,IA,0.0,0.004551011,99999.0,↑,0.13121,NS,10/20,5,4,0.52484
Blood,EOMES,PlasmaB,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,EOMES,PlasmaB,NL→CR,NL,CR,0.0,0.0012197328,99999.0,↑,0.3017,NS,5/15,5,3,0.5651879499999999
Blood,EOMES,PlasmaB,IT→IA,IT,IA,0.005019899,0.004551011,-9.300000190734863,↓,0.662427,NS,4/20,5,4,1.0
Blood,EOMES,PlasmaB,IA→AR,IA,AR,0.004551011,0.0,-100.0,↓,0.270289,NS,6/12,4,3,1.0
Blood,EOMES,PlasmaB,CR→AR,CR,AR,0.0012197328,0.0,-100.0,↓,0.504985,NS,3/9,3,3,0.8238476923076922
Blood,EPAS1,Myeloid,NL→IT,NL,IT,0.00080968626,0.0028577861,252.8999938964844,↑,0.08467,†,21/25,5,5,0.24570901960784314
Blood,EPAS1,Myeloid,NL→IA,NL,IA,0.00080968626,0.019205486,2272.0,↑,0.055009,†,18/20,5,4,0.23260948571428572
Blood,EPAS1,Myeloid,NL→AR,NL,AR,0.00080968626,0.003070371,279.20001220703125,↑,0.203872,NS,12/15,5,3,0.46835443037974683
Blood,EPAS1,Myeloid,NL→CR,NL,CR,0.00080968626,0.0036629352,352.3999938964844,↑,0.112231,NS,13/15,5,3,0.3194266923076923
Blood,EPAS1,Myeloid,IT→IA,IT,IA,0.0028577861,0.019205486,572.0,↑,0.730159,NS,12/20,5,4,1.0
Blood,EPAS1,Myeloid,IA→AR,IA,AR,0.019205486,0.003070371,-84.0,↓,0.628571,NS,8/12,4,3,1.0
Blood,EPAS1,Myeloid,CR→AR,CR,AR,0.0036629352,0.003070371,-16.200000762939453,↓,0.4,NS,7/9,3,3,0.856198347107438
Blood,EPAS1,CD4_T,NL→IT,NL,IT,0.00074958586,0.0006783957,-9.5,↓,1.0,NS,9/25,5,5,1.0
Blood,EPAS1,CD4_T,NL→IA,NL,IA,0.00074958586,0.017945977,2294.10009765625,↑,0.608874,NS,11/20,5,4,0.9485616
Blood,EPAS1,CD4_T,NL→AR,NL,AR,0.00074958586,0.00082396466,9.899999618530272,↑,0.873807,NS,7/15,5,3,1.0
Blood,EPAS1,CD4_T,NL→CR,NL,CR,0.00074958586,0.0018202596,142.8000030517578,↑,0.2217,NS,12/15,5,3,0.4805194805194805
Blood,EPAS1,CD4_T,IT→IA,IT,IA,0.0006783957,0.017945977,2545.39990234375,↑,0.383221,NS,13/20,5,4,1.0
Blood,EPAS1,CD4_T,IA→AR,IA,AR,0.017945977,0.00082396466,-95.4000015258789,↓,0.721277,NS,7/12,4,3,1.0
Blood,EPAS1,CD4_T,CR→AR,CR,AR,0.0018202596,0.00082396466,-54.70000076293945,↓,0.4,NS,7/9,3,3,0.6964705882352942
Blood,EPAS1,CD8_T,NL→IT,NL,IT,0.0072031906,0.00093326456,-87.0,↓,0.724082,NS,10/25,5,5,0.9922605185185186
Blood,EPAS1,CD8_T,NL→IA,NL,IA,0.0072031906,0.012815671,77.9000015258789,↑,0.608874,NS,11/20,5,4,1.0
Blood,EPAS1,CD8_T,NL→AR,NL,AR,0.0072031906,0.0008352576,-88.4000015258789,↓,1.0,NS,6/15,5,3,1.0
Blood,EPAS1,CD8_T,NL→CR,NL,CR,0.0072031906,0.0024957163,-65.4000015258789,↓,0.759982,NS,6/15,5,3,0.9377876774193549
Blood,EPAS1,CD8_T,IT→IA,IT,IA,0.00093326456,0.012815671,1273.199951171875,↑,0.442771,NS,12/20,5,4,0.9497117101449276
Blood,EPAS1,CD8_T,IA→AR,IA,AR,0.012815671,0.0008352576,-93.5,↓,0.475533,NS,8/12,4,3,1.0
Blood,EPAS1,CD8_T,CR→AR,CR,AR,0.0024957163,0.0008352576,-66.5,↓,0.1,NS,9/9,3,3,0.3609756097560976
Blood,EPAS1,NK,NL→IT,NL,IT,0.006484984,0.004542327,-30.0,↓,1.0,NS,8/25,5,5,1.0
Blood,EPAS1,NK,NL→IA,NL,IA,0.006484984,0.024992924,285.3999938964844,↑,0.262239,NS,15/20,5,4,0.5094659277108434
Blood,EPAS1,NK,NL→AR,NL,AR,0.006484984,0.0015756065,-75.69999694824219,↓,0.873807,NS,5/15,5,3,1.0
Blood,EPAS1,NK,NL→CR,NL,CR,0.006484984,0.0036199775,-44.20000076293945,↓,0.633737,NS,4/15,5,3,0.9084818124999999
Blood,EPAS1,NK,IT→IA,IT,IA,0.004542327,0.024992924,450.2000122070313,↑,0.383221,NS,14/20,5,4,0.836702794520548
Blood,EPAS1,NK,IA→AR,IA,AR,0.024992924,0.0015756065,-93.6999969482422,↓,0.628571,NS,8/12,4,3,1.0
Blood,EPAS1,NK,CR→AR,CR,AR,0.0036199775,0.0015756065,-56.5,↓,0.506555,NS,6/9,3,3,0.9168141592920354
Blood,EPAS1,B,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5,1.0
Blood,EPAS1,B,NL→IA,NL,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,EPAS1,B,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,EPAS1,B,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3,1.0
Blood,EPAS1,B,IT→IA,IT,IA,0.0,0.0,0.0,↑,1.0,NS,0/20,5,4,1.0
Blood,EPAS1,B,IA→AR,IA,AR,0.0,0.0,0.0,↑,1.0,NS,0/12,4,3,1.0
Blood,EPAS1,B,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/9,3,3,1.0
