tissue,lineage,pathway,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Liver,CD4_T,mito_dysfunction,CR→AR,CR,AR,0.900407,0.911791,1.3,↑,0.7,NS,6/9,3,3
Liver,CD8_T,mito_dysfunction,NL→IT,NL,IT,0.865126,0.903308,4.4,↑,0.041126,*,31/36,6,6
Liver,CD8_T,mito_dysfunction,NL→IA,NL,IA,0.865126,0.880186,1.7,↑,0.428571,NS,20/30,6,5
Liver,CD8_T,mito_dysfunction,NL→AR,NL,AR,0.865126,0.90068,4.1,↑,0.166667,NS,15/18,6,3
Liver,CD8_T,mito_dysfunction,NL→CR,NL,CR,0.865126,0.873414,1.0,↑,0.904762,NS,10/18,6,3
Liver,CD8_T,mito_dysfunction,IT→IA,IT,IA,0.903308,0.880186,-2.6,↓,0.662338,NS,18/30,6,5
Liver,CD8_T,mito_dysfunction,IA→AR,IA,AR,0.880186,0.90068,2.3,↑,1.0,NS,8/15,5,3
Liver,CD8_T,mito_dysfunction,CR→AR,CR,AR,0.873414,0.90068,3.1,↑,0.4,NS,7/9,3,3
Liver,NK,mito_dysfunction,NL→IT,NL,IT,0.877956,0.908338,3.5,↑,0.125541,NS,24/30,6,5
Liver,NK,mito_dysfunction,NL→IA,NL,IA,0.877956,0.880357,0.3,↑,0.930736,NS,16/30,6,5
Liver,NK,mito_dysfunction,NL→AR,NL,AR,0.877956,0.908035,3.4,↑,0.261905,NS,14/18,6,3
Liver,NK,mito_dysfunction,NL→CR,NL,CR,0.877956,0.901435,2.7,↑,0.380952,NS,13/18,6,3
Liver,NK,mito_dysfunction,IT→IA,IT,IA,0.908338,0.880357,-3.1,↓,0.690476,NS,15/25,5,5
Liver,NK,mito_dysfunction,IA→AR,IA,AR,0.880357,0.908035,3.1,↑,0.571429,NS,10/15,5,3
Liver,NK,mito_dysfunction,CR→AR,CR,AR,0.901435,0.908035,0.7,↑,1.0,NS,5/9,3,3
Liver,B,mito_dysfunction,NL→IT,NL,IT,0.930919,0.949837,2.0,↑,0.246753,NS,22/30,6,5
Liver,B,mito_dysfunction,NL→IA,NL,IA,0.930919,0.905769,-2.7,↓,0.662338,NS,18/30,6,5
Liver,B,mito_dysfunction,NL→AR,NL,AR,0.930919,0.942381,1.2,↑,0.714286,NS,11/18,6,3
Liver,B,mito_dysfunction,NL→CR,NL,CR,0.930919,0.949756,2.0,↑,0.380952,NS,13/18,6,3
Liver,B,mito_dysfunction,IT→IA,IT,IA,0.949837,0.905769,-4.6,↓,0.095238,†,21/25,5,5
Liver,B,mito_dysfunction,IA→AR,IA,AR,0.905769,0.942381,4.0,↑,0.25,NS,12/15,5,3
Liver,B,mito_dysfunction,CR→AR,CR,AR,0.949756,0.942381,-0.8,↓,1.0,NS,4/9,3,3
Liver,PlasmaB,mito_dysfunction,NL→IT,NL,IT,0.905643,0.905007,-0.1,↓,1.0,NS,15/30,6,5
Liver,PlasmaB,mito_dysfunction,NL→IA,NL,IA,0.905643,0.92444,2.1,↑,0.930736,NS,16/30,6,5
Liver,PlasmaB,mito_dysfunction,NL→AR,NL,AR,0.905643,0.934234,3.2,↑,0.642857,NS,8/12,6,2
Liver,PlasmaB,mito_dysfunction,NL→CR,NL,CR,0.905643,0.901367,-0.5,↓,0.904762,NS,10/18,6,3
Liver,PlasmaB,mito_dysfunction,IT→IA,IT,IA,0.905007,0.92444,2.1,↑,0.690476,NS,15/25,5,5
Liver,PlasmaB,mito_dysfunction,IA→AR,IA,AR,0.92444,0.934234,1.1,↑,0.380952,NS,8/10,5,2
Liver,PlasmaB,mito_dysfunction,CR→AR,CR,AR,0.901367,0.934234,3.6,↑,0.2,NS,6/6,3,2
Liver,Myeloid,naive_t,NL→IT,NL,IT,0.040227,0.074041,84.1,↑,0.177489,NS,23/30,6,5
Liver,Myeloid,naive_t,NL→IA,NL,IA,0.040227,0.037738,-6.2,↓,0.536797,NS,19/30,6,5
Liver,Myeloid,naive_t,NL→AR,NL,AR,0.040227,0.029733,-26.1,↓,0.904762,NS,10/18,6,3
Liver,Myeloid,naive_t,NL→CR,NL,CR,0.040227,0.04012,-0.3,↓,1.0,NS,9/18,6,3
Liver,Myeloid,naive_t,IT→IA,IT,IA,0.074041,0.037738,-49.0,↓,0.222222,NS,19/25,5,5
Liver,Myeloid,naive_t,IA→AR,IA,AR,0.037738,0.029733,-21.2,↓,1.0,NS,7/15,5,3
Liver,Myeloid,naive_t,CR→AR,CR,AR,0.04012,0.029733,-25.9,↓,1.0,NS,5/9,3,3
Liver,CD4_T,naive_t,NL→IT,NL,IT,0.195769,0.210088,7.3,↑,0.818182,NS,20/36,6,6
Liver,CD4_T,naive_t,NL→IA,NL,IA,0.195769,0.241479,23.3,↑,0.536797,NS,19/30,6,5
Liver,CD4_T,naive_t,NL→AR,NL,AR,0.195769,0.176743,-9.7,↓,1.0,NS,9/18,6,3
Liver,CD4_T,naive_t,NL→CR,NL,CR,0.195769,0.197331,0.8,↑,1.0,NS,9/18,6,3
Liver,CD4_T,naive_t,IT→IA,IT,IA,0.210088,0.241479,14.9,↑,0.930736,NS,16/30,6,5
Liver,CD4_T,naive_t,IA→AR,IA,AR,0.241479,0.176743,-26.8,↓,0.25,NS,12/15,5,3
Liver,CD4_T,naive_t,CR→AR,CR,AR,0.197331,0.176743,-10.4,↓,0.7,NS,6/9,3,3
Liver,CD8_T,naive_t,NL→IT,NL,IT,0.128142,0.145314,13.4,↑,0.484848,NS,23/36,6,6
Liver,CD8_T,naive_t,NL→IA,NL,IA,0.128142,0.134092,4.6,↑,0.329004,NS,9/30,6,5
Liver,CD8_T,naive_t,NL→AR,NL,AR,0.128142,0.071058,-44.5,↓,0.047619,*,17/18,6,3
Liver,CD8_T,naive_t,NL→CR,NL,CR,0.128142,0.079534,-37.9,↓,0.047619,*,17/18,6,3
Liver,CD8_T,naive_t,IT→IA,IT,IA,0.145314,0.134092,-7.7,↓,0.329004,NS,21/30,6,5
Liver,CD8_T,naive_t,IA→AR,IA,AR,0.134092,0.071058,-47.0,↓,0.571429,NS,10/15,5,3
Liver,CD8_T,naive_t,CR→AR,CR,AR,0.079534,0.071058,-10.7,↓,1.0,NS,5/9,3,3
Liver,NK,naive_t,NL→IT,NL,IT,0.033236,0.048951,47.3,↑,0.051948,†,26/30,6,5
Liver,NK,naive_t,NL→IA,NL,IA,0.033236,0.054633,64.4,↑,0.030303,*,27/30,6,5
Liver,NK,naive_t,NL→AR,NL,AR,0.033236,0.044103,32.7,↑,0.380952,NS,13/18,6,3
Liver,NK,naive_t,NL→CR,NL,CR,0.033236,0.038893,17.0,↑,0.380952,NS,13/18,6,3
Liver,NK,naive_t,IT→IA,IT,IA,0.048951,0.054633,11.6,↑,0.84127,NS,14/25,5,5
Liver,NK,naive_t,IA→AR,IA,AR,0.054633,0.044103,-19.3,↓,0.785714,NS,9/15,5,3
Liver,NK,naive_t,CR→AR,CR,AR,0.038893,0.044103,13.4,↑,0.4,NS,7/9,3,3
Liver,B,naive_t,NL→IT,NL,IT,0.106333,0.097925,-7.9,↓,0.930736,NS,16/30,6,5
Liver,B,naive_t,NL→IA,NL,IA,0.106333,0.120979,13.8,↑,0.930736,NS,16/30,6,5
Liver,B,naive_t,NL→AR,NL,AR,0.106333,0.150207,41.3,↑,0.380952,NS,13/18,6,3
Liver,B,naive_t,NL→CR,NL,CR,0.106333,0.15362,44.5,↑,0.380952,NS,13/18,6,3
Liver,B,naive_t,IT→IA,IT,IA,0.097925,0.120979,23.5,↑,0.420635,NS,17/25,5,5
Liver,B,naive_t,IA→AR,IA,AR,0.120979,0.150207,24.2,↑,0.392857,NS,11/15,5,3
Liver,B,naive_t,CR→AR,CR,AR,0.15362,0.150207,-2.2,↓,1.0,NS,5/9,3,3
Liver,PlasmaB,naive_t,NL→IT,NL,IT,0.046124,0.082966,79.9,↑,0.246753,NS,22/30,6,5
Liver,PlasmaB,naive_t,NL→IA,NL,IA,0.046124,0.086672,87.9,↑,0.246753,NS,22/30,6,5
Liver,PlasmaB,naive_t,NL→AR,NL,AR,0.046124,0.095204,106.4,↑,0.285714,NS,10/12,6,2
Liver,PlasmaB,naive_t,NL→CR,NL,CR,0.046124,0.079446,72.2,↑,0.380952,NS,13/18,6,3
Liver,PlasmaB,naive_t,IT→IA,IT,IA,0.082966,0.086672,4.5,↑,0.84127,NS,11/25,5,5
Liver,PlasmaB,naive_t,IA→AR,IA,AR,0.086672,0.095204,9.8,↑,0.380952,NS,8/10,5,2
Liver,PlasmaB,naive_t,CR→AR,CR,AR,0.079446,0.095204,19.8,↑,0.8,NS,4/6,3,2
Liver,Myeloid,nk_function,NL→IT,NL,IT,0.000164,4.9e-05,-69.9,↓,0.425806,NS,15/30,6,5
Liver,Myeloid,nk_function,NL→IA,NL,IA,0.000164,0.004223,2480.3,↑,0.842187,NS,9/30,6,5
Liver,Myeloid,nk_function,NL→AR,NL,AR,0.000164,0.000827,405.5,↑,1.0,NS,6/18,6,3
Liver,Myeloid,nk_function,NL→CR,NL,CR,0.000164,8.4e-05,-48.8,↓,0.787406,NS,9/18,6,3
Liver,Myeloid,nk_function,IT→IA,IT,IA,4.9e-05,0.004223,8476.2,↑,0.724082,NS,10/25,5,5
Liver,Myeloid,nk_function,IA→AR,IA,AR,0.004223,0.000827,-80.4,↓,1.0,NS,5/15,5,3
Liver,Myeloid,nk_function,CR→AR,CR,AR,8.4e-05,0.000827,886.7,↑,1.0,NS,3/9,3,3
Liver,CD4_T,nk_function,NL→IT,NL,IT,0.039834,0.033438,-16.1,↓,0.588745,NS,22/36,6,6
Liver,CD4_T,nk_function,NL→IA,NL,IA,0.039834,0.023296,-41.5,↓,0.177489,NS,23/30,6,5
Liver,CD4_T,nk_function,NL→AR,NL,AR,0.039834,0.03461,-13.1,↓,0.714286,NS,11/18,6,3
Liver,CD4_T,nk_function,NL→CR,NL,CR,0.039834,0.044172,10.9,↑,0.904762,NS,10/18,6,3
Liver,CD4_T,nk_function,IT→IA,IT,IA,0.033438,0.023296,-30.3,↓,0.329004,NS,21/30,6,5
Liver,CD4_T,nk_function,IA→AR,IA,AR,0.023296,0.03461,48.6,↑,0.571429,NS,10/15,5,3
Liver,CD4_T,nk_function,CR→AR,CR,AR,0.044172,0.03461,-21.6,↓,0.7,NS,6/9,3,3
Liver,CD8_T,nk_function,NL→IT,NL,IT,0.08445,0.072248,-14.4,↓,0.309524,NS,25/36,6,6
Liver,CD8_T,nk_function,NL→IA,NL,IA,0.08445,0.056746,-32.8,↓,0.246753,NS,22/30,6,5
Liver,CD8_T,nk_function,NL→AR,NL,AR,0.08445,0.076303,-9.6,↓,1.0,NS,9/18,6,3
Liver,CD8_T,nk_function,NL→CR,NL,CR,0.08445,0.084412,-0.0,↓,0.547619,NS,6/18,6,3
Liver,CD8_T,nk_function,IT→IA,IT,IA,0.072248,0.056746,-21.5,↓,0.536797,NS,19/30,6,5
Liver,CD8_T,nk_function,IA→AR,IA,AR,0.056746,0.076303,34.5,↑,0.392857,NS,11/15,5,3
Liver,CD8_T,nk_function,CR→AR,CR,AR,0.084412,0.076303,-9.6,↓,0.7,NS,6/9,3,3
Liver,NK,nk_function,NL→IT,NL,IT,0.194853,0.199536,2.4,↑,0.662338,NS,18/30,6,5
Liver,NK,nk_function,NL→IA,NL,IA,0.194853,0.165527,-15.1,↓,0.051948,†,26/30,6,5
Liver,NK,nk_function,NL→AR,NL,AR,0.194853,0.193565,-0.7,↓,1.0,NS,9/18,6,3
Liver,NK,nk_function,NL→CR,NL,CR,0.194853,0.214196,9.9,↑,0.166667,NS,15/18,6,3
Liver,NK,nk_function,IT→IA,IT,IA,0.199536,0.165527,-17.0,↓,0.031746,*,23/25,5,5
Liver,NK,nk_function,IA→AR,IA,AR,0.165527,0.193565,16.9,↑,0.392857,NS,11/15,5,3
Liver,NK,nk_function,CR→AR,CR,AR,0.214196,0.193565,-9.6,↓,0.2,NS,8/9,3,3
Liver,B,nk_function,NL→IT,NL,IT,0.010105,0.00323,-68.0,↓,0.166994,NS,22/30,6,5
Liver,B,nk_function,NL→IA,NL,IA,0.010105,0.011117,10.0,↑,1.0,NS,15/30,6,5
Liver,B,nk_function,NL→AR,NL,AR,0.010105,0.018401,82.1,↑,0.261905,NS,14/18,6,3
Liver,B,nk_function,NL→CR,NL,CR,0.010105,0.010177,0.7,↑,1.0,NS,9/18,6,3
Liver,B,nk_function,IT→IA,IT,IA,0.00323,0.011117,244.2,↑,0.059327,†,22/25,5,5
Liver,B,nk_function,IA→AR,IA,AR,0.011117,0.018401,65.5,↑,0.571429,NS,10/15,5,3
Liver,B,nk_function,CR→AR,CR,AR,0.010177,0.018401,80.8,↑,0.7,NS,6/9,3,3
Liver,PlasmaB,nk_function,NL→IT,NL,IT,0.001811,0.0,-100.0,↓,0.104062,NS,15/30,6,5
Liver,PlasmaB,nk_function,NL→IA,NL,IA,0.001811,0.000177,-90.2,↓,0.341314,NS,14/30,6,5
Liver,PlasmaB,nk_function,NL→AR,NL,AR,0.001811,0.0,-100.0,↓,0.339728,NS,6/12,6,2
Liver,PlasmaB,nk_function,NL→CR,NL,CR,0.001811,0.0,-100.0,↓,0.219768,NS,9/18,6,3
Liver,PlasmaB,nk_function,IT→IA,IT,IA,0.0,0.000177,99999.0,↑,0.423711,NS,5/25,5,5
Liver,PlasmaB,nk_function,IA→AR,IA,AR,0.000177,0.0,-100.0,↓,0.75183,NS,2/10,5,2
Liver,PlasmaB,nk_function,CR→AR,CR,AR,0.0,0.0,0.0,↑,1.0,NS,0/6,3,2
Liver,Myeloid,nk_il15_dual,NL→IT,NL,IT,0.02792,0.051154,83.2,↑,0.051948,†,26/30,6,5
Liver,Myeloid,nk_il15_dual,NL→IA,NL,IA,0.02792,0.035619,27.6,↑,0.662338,NS,18/30,6,5
Liver,Myeloid,nk_il15_dual,NL→AR,NL,AR,0.02792,0.041205,47.6,↑,0.166667,NS,15/18,6,3
Liver,Myeloid,nk_il15_dual,NL→CR,NL,CR,0.02792,0.042267,51.4,↑,0.166667,NS,15/18,6,3
Liver,Myeloid,nk_il15_dual,IT→IA,IT,IA,0.051154,0.035619,-30.4,↓,0.690476,NS,15/25,5,5
Liver,Myeloid,nk_il15_dual,IA→AR,IA,AR,0.035619,0.041205,15.7,↑,0.571429,NS,10/15,5,3
Liver,Myeloid,nk_il15_dual,CR→AR,CR,AR,0.042267,0.041205,-2.5,↓,1.0,NS,5/9,3,3
Liver,CD4_T,nk_il15_dual,NL→IT,NL,IT,0.091294,0.091535,0.3,↑,1.0,NS,18/36,6,6
Liver,CD4_T,nk_il15_dual,NL→IA,NL,IA,0.091294,0.096032,5.2,↑,0.428571,NS,20/30,6,5
Liver,CD4_T,nk_il15_dual,NL→AR,NL,AR,0.091294,0.095663,4.8,↑,0.547619,NS,12/18,6,3
Liver,CD4_T,nk_il15_dual,NL→CR,NL,CR,0.091294,0.095893,5.0,↑,0.547619,NS,12/18,6,3
Liver,CD4_T,nk_il15_dual,IT→IA,IT,IA,0.091535,0.096032,4.9,↑,0.428571,NS,20/30,6,5
Liver,CD4_T,nk_il15_dual,IA→AR,IA,AR,0.096032,0.095663,-0.4,↓,1.0,NS,8/15,5,3
Liver,CD4_T,nk_il15_dual,CR→AR,CR,AR,0.095893,0.095663,-0.2,↓,1.0,NS,5/9,3,3
Liver,CD8_T,nk_il15_dual,NL→IT,NL,IT,0.092982,0.099671,7.2,↑,0.588745,NS,22/36,6,6
Liver,CD8_T,nk_il15_dual,NL→IA,NL,IA,0.092982,0.106379,14.4,↑,0.177489,NS,23/30,6,5
Liver,CD8_T,nk_il15_dual,NL→AR,NL,AR,0.092982,0.103314,11.1,↑,0.380952,NS,13/18,6,3
Liver,CD8_T,nk_il15_dual,NL→CR,NL,CR,0.092982,0.087485,-5.9,↓,0.547619,NS,12/18,6,3
Liver,CD8_T,nk_il15_dual,IT→IA,IT,IA,0.099671,0.106379,6.7,↑,0.246753,NS,22/30,6,5
Liver,CD8_T,nk_il15_dual,IA→AR,IA,AR,0.106379,0.103314,-2.9,↓,1.0,NS,8/15,5,3
Liver,CD8_T,nk_il15_dual,CR→AR,CR,AR,0.087485,0.103314,18.1,↑,0.2,NS,8/9,3,3
Liver,NK,nk_il15_dual,NL→IT,NL,IT,0.129746,0.149422,15.2,↑,0.428571,NS,20/30,6,5
Liver,NK,nk_il15_dual,NL→IA,NL,IA,0.129746,0.137509,6.0,↑,0.930736,NS,16/30,6,5
Liver,NK,nk_il15_dual,NL→AR,NL,AR,0.129746,0.132363,2.0,↑,1.0,NS,9/18,6,3
Liver,NK,nk_il15_dual,NL→CR,NL,CR,0.129746,0.153626,18.4,↑,0.166667,NS,15/18,6,3
Liver,NK,nk_il15_dual,IT→IA,IT,IA,0.149422,0.137509,-8.0,↓,0.420635,NS,17/25,5,5
Liver,NK,nk_il15_dual,IA→AR,IA,AR,0.137509,0.132363,-3.7,↓,0.785714,NS,6/15,5,3
Liver,NK,nk_il15_dual,CR→AR,CR,AR,0.153626,0.132363,-13.8,↓,0.1,NS,9/9,3,3
